id,name,source,prescription_required,retail_price,discounted_price,manufacturer,quantity,packaging_form,salts
source_2-39759,dolosec tablet,source_2,True,80.0,65.6,anvi pharmaceuticals,,,domperidone 10mgparacetamolacetaminophen 325mgt
source_7-90598,dolosen 650mg tablet,source_7,False,16.0,15.5,sentosa geigy india labs,100 tablets in 1 strip,,paracetamol 650mg
source_7-90599,dolosen p 50mg325mg tablet,source_7,True,36.0,34.9,sentosa geigy india labs,100 tablets in 1 strip,,diclofenac 50mg paracetamol 325mg
source_1-65275,doloser ap 100mg325mg15mg tablet,source_1,True,79.0,69.52,global health care,10,strip tablet,aceclofenac100mg paracetamol325mg serratiopeptidase15mg
source_7-90601,doloserch 100mg375mg tablet,source_7,True,59.63,52.05,healthkind labs pvt,,,nimesulide 100mg paracetamol 375mg
source_7-90602,doloserch mf oral suspension,source_7,True,59.63,52.05,healthkind labs pvt,,,mefenamic acid 50mg paracetamol 125mg
source_6-75997,doloserch mf syrup 60ml,source_6,True,49.0,43.12,healthkind labs pvt,60ml syrup in bottle,bottle,mefenamic acid paracetamol
source_6-75998,doloserch tablets,source_6,True,38.0,33.44,healthkind labs pvt,10 tablets in strip,strip,nimesulide paracetamol
source_1-65277,doloset 20mg tablet dt,source_1,True,35.0,30.8,amwin pharmaceuticals,10,strip tablet,piroxicam20mg
source_7-90604,doloset injection,source_7,True,59.63,52.05,nova indus pharmaceuticals,,,tramadol 50mg
source_2-39761,dolosetsr tablet,source_2,True,78.0,63.96,nova indus pharmaceuticals,,,tramadol 100mg
source_7-90606,dolosic mr 100mg325mg250mg tablet,source_7,True,88.0,85.3,zemilon biotech,100 tablets in 1 strip,,aceclofenac 100mg paracetamol 325mg chlorzoxazone 250mg
source_7-90607,dolosic p 100mg325mg tablet,source_7,True,38.0,36.8,zemilon biotech,100 tablets in 1 strip,,aceclofenac 100mg paracetamol 325mg
source_7-90608,dolosic p oral suspension,source_7,True,50.0,48.5,zemilon biotech,600 ml in 1 bottle,,aceclofenac 50mg paracetamol 125mg
source_7-90609,dolosic sp 100mg325mg15mg tablet,source_7,True,91.0,88.2,zemilon biotech,100 tablets in 1 strip,,aceclofenac 100mg paracetamol 325mg serratiopeptidase 15mg
source_7-90610,dolosig gel,source_7,True,95.0,92.1,signity pharmaceuticals pvt,300 gm in 1 tube,,diclofenac diethylamine 116 ww linseed oil 3 ww methyl salicylate 10 ww menthol 5 ww
source_1-65278,dolosig gel 30 gm,source_1,False,105.0,92.4,signity pharma pvt,30,tube gel,diclofenac116ww linseed oil3ww menthol5ww methyl salicylate10ww
source_2-39762,dolosiglp tablet,source_2,True,100.0,82.0,signity pharmaceuticals pvt,,,lornoxicam 8mgparacetamolacetaminophen 325mg
source_7-90612,dolosig mr 100mg4mg tablet,source_7,True,205.36,199.0,signity pharmaceuticals pvt,100 tablets in 1 strip,,aceclofenac 100mg thiocolchicoside 4mg
source_7-90613,dolosig sp 100mg325mg15mg tablet,source_7,True,85.0,82.4,signity pharmaceuticals pvt,100 tablets in 1 strip,,aceclofenac 100mg paracetamol 325mg serratiopeptidase 15mg
source_6-75999,dolosig sp strip of 10 tablets,source_6,True,100.0,100.0,signity pharmaceuticals pvt,10 tablets in strip,strip,aceclofenac1000mg serratiopeptidase150mg paracetamol acetaminophen3250mg
source_1-65279,dolosmilerb capsule 10s,source_1,True,115.0,101.2,migliore life sciences,10,strip capsule,aceclofenac200mg rabeprazole20mg
source_2-39763,dolosmile rb tablet,source_2,True,86.0,70.52,migliore life sciences,,,aceclofenac 200mgrabeprazole 20mg
source_7-90615,dolosmile sp tablet,source_7,True,69.0,66.9,migliore life sciences,100 tablets in 1 strip,,aceclofenac 100mg paracetamol 325mg serratiopeptidase 15mg
source_7-90616,dolospa oral suspension,source_7,True,60.0,58.2,indus life sciences pvt,300 ml in 1 bottle,,dicyclomine 10mg simethicone 40mg
source_2-39765,dolospan 100mg injection,source_2,True,21.28,17.45,emcure pharmaceuticals,,,tramadol 100mg
source_7-90618,dolospan 20mg100mg tablet,source_7,True,59.63,52.05,emcure pharmaceuticals,,,dicyclomine 20mg nimesulide 100mg
source_2-39767,dolospan dp 10mg325mg375mg tablet,source_2,True,75.0,61.5,emcure pharmaceuticals,,,domperidone 10mgparacetamolacetaminophen 325mgt
source_6-76000,dolospan dp strip of 10 tablets,source_6,True,75.0,66.0,emcure pharmaceuticals,10 tablets in strip,strip,dicycloverine hydrochloride
source_6-76001,dolospan injection 2ml,source_6,True,21.28,18.73,emcure pharmaceuticals,2ml injection,injection,tramadol1000mg
source_6-76002,dolospan od strip of 10 tablets,source_6,True,91.11,80.18,emcure pharmaceuticals,10 tablets in strip,strip,dexketoprofen750mg
source_2-39768,dolospan od tablet,source_2,True,95.0,77.9,emcure pharmaceuticals,,,dexketoprofen 75mg
source_6-76003,dolospan p fizz 325375 mg tablet 15,source_6,True,155.0,136.4,emcure pharmaceuticals,1000 tablets in strip,strip,paracetamol tramadol
source_7-90620,dolospan p fizz tablet,source_7,True,59.63,52.05,emcure pharmaceuticals,,,tramadol 375mg paracetamol 325mg
source_6-76004,dolospan p fizz tablet 10,source_6,True,155.0,136.4,emcure pharmaceuticals,30 tablets in strip,strip,paracetamol tramadol
source_2-39770,dolospan p tablet,source_2,True,55.0,45.1,emcure pharmaceuticals,,,paracetamolacetaminophen 325mgtramadol 375mg
source_1-65280,dolospan p tablet 10s,source_1,True,55.0,48.4,emcure pharma renal care,10,strip tablet,paracetamol tramadol
source_1-65281,dolospan pfizz tablet 15s,source_1,True,155.0,136.4,emcure pharma renal care,15,strip tablet,acetaminophen325mg tramadol hydrochloride375mg
source_6-76006,dolospan sr strip of 10 tablets,source_6,True,145.0,127.6,emcure pharmaceuticals,10 tablets in strip,strip,dexketoprofen
source_6-76007,dolospan tablets,source_6,True,72.0,63.36,emcure pharmaceuticals,10 tablets in strip,strip,nimesulide1000mg dicycloverine dicyclomine200mg
source_2-39771,dolospark 100mg325mg tablet,source_2,True,7.8,6.4,spark medicare pvt,,,aceclofenac 100mgparacetamolacetaminophen 325mg
source_1-65282,dolosparksp 100 mg325 mg15 mg tablet 10s,source_1,True,80.0,70.4,spark medicare pvt,10,strip tablet,aceclofenac100mg paracetamol325mg serratiopeptidase15mg
source_2-39772,dolosparksp tablet,source_2,True,14.0,11.48,spark medicare pvt,,,aceclofenac 100mgparacetamolacetaminophen 325mg
source_6-76008,dolospark sp tablets,source_6,True,80.0,70.4,spark medicare pvt,10 tablets in strip,strip,aceclofenac1000mg serratiopeptidase150mg paracetamol acetaminophen3250mg
source_1-65283,dolospark tablet 10s,source_1,True,49.0,43.12,spark medicare pvt,10,strip tablet,aceclofenac100mg paracetamol325mg
source_6-76009,dolospark tablets,source_6,True,49.0,43.12,spark medicare pvt,10 tablets in strip,strip,aceclofenac paracetamol
source_1-65284,dolosparkth tablet 10s,source_1,True,190.0,167.2,spark medicare pvt,10,strip tablet,aceclofenac100mg paracetamol325mg thiocolchicoside4mg
source_7-90624,dolospas 20mg325mg tablet,source_7,True,29.5,23.4,intas pharmaceuticals,100 tablets in 1 strip,,dicyclomine 20mg paracetamol 325mg
source_2-39773,dolospas 20 mg500 mg drop,source_2,True,11.25,9.22,intas pharmaceuticals,,,dicyclomine 20mgparacetamolacetaminophen 500mg
source_7-90626,dolospas 20 mg500 mg tablet,source_7,True,35.0,33.9,intas pharmaceuticals,100 tablets in 1 strip,,dicyclomine 20mg paracetamol 500mg
source_6-76010,dolospas drops,source_6,True,13.57,11.53,intas pharmaceuticals gx,10ml oral drop in bottle,bottle,dicycloverine paracetamol
source_7-90627,dolospas spas oral drops,source_7,True,24.0,18.99,intas pharmaceuticals,100 ml in 1 bottle,,dicyclomine 10mg simethicone 40mg
source_6-76011,dolospas tablet,source_6,True,72.0,61.2,intas pharmaceuticals,10 tablets in strip,strip,dicycloverine dicyclomine200mg paracetamol acetaminophen5000mg
source_7-90628,dolostan tablet,source_7,True,19.9,19.3,stanford biotech pvt,100 tablets in 1 strip,,mefenamic acid 250mg
source_2-39776,dolostat 100mg tablet,source_2,True,35.0,28.7,blue cross laboratories,,,aceclofenac 100mg
source_7-90630,dolostat 200mg tablet sr,source_7,True,31.95,31.0,blue cross laboratories,100 tablet sr in 1 strip,,aceclofenac 200mg
source_6-76013,dolostat 200 mg tablet sr 10,source_6,True,36.0,31.68,blue cross laboratories pvt,10 tablets in strip,strip,aceclofenac2000mg
source_6-76014,dolostat gel 30gm,source_6,True,68.0,57.8,blue cross laboratories pvt,30g gel in tube,tube,diclofenac116 methyl salicylate50 menthol50 linseed oil30 capsaicin0025
source_7-90631,dolostat mr 100 mg325 mg500 mg tablet,source_7,True,54.0,45.9,blue cross laboratories,100 tablets in 1 strip,,aceclofenac 100mg paracetamol 325mg chlorzoxazone 500mg
source_6-76015,dolostat mr strip of 10 tablets,source_6,True,54.0,47.52,blue cross laboratories pvt,10 tablets in strip,strip,aceclofenac1000mg chlorzoxazone5000mg paracetamol acetaminophen3250mg
source_1-65286,dolostat mr tablet 10s,source_1,True,54.0,47.5,blue cross laboratories pvt,10,strip tablet,aceclofenac100mg chlorzoxazone500mg paracetamol325mg
source_7-90632,dolostat pc 100 mg325 mg tablet,source_7,True,29.5,26.1,blue cross laboratories,100 tablets in 1 strip,,aceclofenac 100mg paracetamol 325mg
source_6-76016,dolostat pc strip of 10 tablets,source_6,True,29.5,25.96,blue cross laboratories pvt,10 tablets in strip,strip,aceclofenac1000mg paracetamol acetaminophen3250mg
source_1-65287,dolostat pc tablet 10s,source_1,True,29.5,26.0,blue cross laboratories pvt,10,strip tablet,aceclofenac100mg paracetamol325mg
source_7-90633,dolostat plus 100 mg325 mg10 mg tablet,source_7,True,32.0,31.0,blue cross laboratories,100 tablets in 1 strip,,aceclofenac 100mg paracetamol 325mg rabeprazole 10mg
source_6-76017,dolostat plus gel,source_6,True,80.0,80.0,blue cross laboratories pvt,30g gel in tube,tube,capsaicin diclofenac linseed oil menthol methyl salcylate
source_7-90634,dolostat plus r capsule sr,source_7,True,65.0,63.0,blue cross laboratories,100 capsule sr in 1 strip,,aceclofenac 200mg rabeprazole 20mg
source_6-76018,dolostat plus r strip of 10 capsules,source_6,True,78.0,68.64,blue cross laboratories pvt,10 capsules in strip,strip,rabeprazole200mg aceclofenac2000mg
source_6-76019,dolostat plus tablets,source_6,True,82.99,73.03,blue cross laboratories pvt,10 tablets in strip,strip,aceclofenac paracetamol rabeprazole
source_7-90635,dolostat r 200mg20mg capsule,source_7,True,71.0,70.2,blue cross laboratories,100 capsules in 1 strip,,aceclofenac 200mg rabeprazole 20mg
source_1-65288,dolostat r capsule 10s,source_1,True,78.0,68.6,blue cross laboratories pvt,10,strip capsule,aceclofenac200mg rabeprazole20mg
source_6-76020,dolostat r strip of 10 capsules,source_6,True,71.0,71.0,blue cross laboratories pvt,10 capsules in strip,strip,rabeprazole200mg aceclofenac2000mg
source_6-76021,dolostat sp strip of 10 tablets,source_6,True,54.0,47.52,blue cross laboratories pvt,10 tablets in strip,strip,aceclofenac1000mg serratiopeptidase150mg paracetamol acetaminophen3250mg
source_2-39782,dolostat sp tablet,source_2,True,39.0,31.98,blue cross laboratories,,,aceclofenac 100mgparacetamolacetaminophen 500mg
source_1-65289,dolostatsp tablet 10s,source_1,True,54.0,47.5,blue cross laboratories pvt,10,strip tablet,aceclofenac100mg paracetamol325mg serratiopeptidase15mg
source_1-65290,dolosun tablet,source_1,True,18.0,15.84,sun life sciences pvt,10,strip tablet,caffeine25mg paracetamol325mg
source_7-90637,dolosure 100mg tablet sr,source_7,True,49.0,47.5,amwin pharmaceuticals,100 tablet sr in 1 strip,,diclofenac 100mg
source_7-90638,dolosure aq 75mg injection,source_7,True,17.4,16.9,amwin pharmaceuticals,300 ml in 1 vial,,diclofenac 75m000mgl
source_2-39785,dolosuredt tablet,source_2,True,32.0,26.24,growmax medicare pvt,,,piroxicam 20mg
source_6-76022,doloswift 2mg injection 2ml,source_6,True,14.0,12.32,ind swift laboratories,2ml injection,injection,piroxicam
source_7-90640,doloswift 20mg capsule,source_7,True,4.68,4.5,ind swift laboratories,100 capsules in 1 strip,,piroxicam 20mg
source_6-76023,doloswift 20mg capsules,source_6,True,279.0,245.52,ind swift laboratories,10 capsules in strip,strip,piroxicam200mg
source_2-39787,doloswift 20mg injection,source_2,True,14.2,11.64,ind swift laboratories,,,piroxicam 20mg
source_7-90642,doloswift 20mg tablet dt,source_7,True,3.75,3.6,ind swift laboratories,100 tablet dt in 1 strip,,piroxicam 20mg
source_7-90643,doloswift 50mg tablet,source_7,True,59.63,52.05,cell salve pharmaceuticals,,,tapentadol 50mg
source_1-65292,doloswift 50 tablet 10s,source_1,True,279.0,245.5,cell salve pharmaceutical,10,strip tablet,tapentadol50mg
source_6-76024,doloswift dt 20mg tablet,source_6,True,35.0,30.8,ind swift laboratories,10 tablets in strip,strip,piroxicam200mg
source_1-65293,doloswin 650mg tablet,source_1,True,18.75,16.5,indmark biotech pvt,10,strip tablet,paracetamol650mg
source_7-90645,dolosys mr 100mg325mg250mg tablet,source_7,True,80.0,77.6,curelife pharmaceuticals,100 tablets in 1 strip,,aceclofenac 100mg paracetamol 325mg chlorzoxazone 250mg
source_7-90646,dolotejaqua injection,source_7,True,31.0,30.1,oxyzeal pharmaceuticals pvt,10 ml in 1 ampoule,,diclofenac 75mg
source_1-65294,doloten 20mg injection,source_1,True,25.0,22.0,tuttsan pharma pvt,2,vial injection,piroxicam20mg
source_7-90648,dolotez gel,source_7,True,99.0,96.0,oxyzeal pharmaceuticals pvt,300 gm in 1 tube,,diclofenac 116 ww capsaicin 001 ww methyl salicylate 10 ww menthol 5 ww linseed oil 3 ww
source_6-76025,dolotop cream 15gm,source_6,True,24.0,21.12,commonwealth pharmaceuticals,15g cream in tube,tube,capsicum oleoresin menthol methyl salcylate piroxicam
source_6-76026,dolotop cream 5gm,source_6,True,19.0,16.72,commonwealth pharmaceuticals,5g cream in tube,tube,capsicum oleoresin menthol methyl salcylate piroxicam
source_6-76027,dolotrag p tablets,source_6,True,59.63,52.05,agron remedies,10 tablets in strip,strip,paracetamol tramadol
source_2-39790,dolotram 100mg injection,source_2,True,24.75,20.3,sun pharmaceutical industries,,,tramadol 100mg
source_6-76028,dolotram 100mg injection 2ml,source_6,True,24.75,21.78,ranbaxy laboratories sun pharma,2ml injection,injection,tramadol1000mg
source_2-39791,dolotram 50mg capsule,source_2,True,58.28,47.79,sun pharmaceutical industries,,,tramadol 50mg
source_6-76029,dolotram 50mg capsules,source_6,True,57.0,50.16,ranbaxy laboratories sun pharma,10 capsules in strip,strip,tramadol500mg
source_2-39792,dolotram 50mg injection,source_2,True,14.52,11.91,sun pharmaceutical industries,,,tramadol 50mg
source_6-76030,dolotram 50mg injection 1ml,source_6,True,14.52,12.78,ranbaxy laboratories sun pharma,1ml injection,injection,tramadol500mg
source_7-90649,dolotrap 375mg325mg tablet,source_7,True,59.63,52.05,integra life sciences pvt,,,tramadol 375mg paracetamol 325mg
source_1-65295,dolotrap tablet 10s,source_1,True,80.0,70.4,integral lifesciences,10,strip tablet,paracetamol325mg tramadol375mg
source_2-39794,dolotrol 100mg tablet sr,source_2,True,109.0,89.38,pulse pharmaceuticals,,,tramadol 100mg
source_7-90651,dolotrol 50mg tablet,source_7,True,59.63,52.05,pulse pharmaceuticals,,,tramadol 50mg
source_7-90652,dolotus aqua 75mg injection,source_7,True,59.63,52.05,aptus pharma pvt,,,diclofenac 75mg
source_6-76031,dolotus aqua 75 mg injection 1 ml,source_6,True,15.35,13.51,aptus pharma pvt,1ml injection in vial,vial,diclofenac750mg
source_7-90653,dolotus p syrup,source_7,False,59.63,39.9,aptus pharma pvt,600 ml in 1 bottle,,paracetamol 250mg5ml
source_7-90654,dolotus p tablet,source_7,True,38.9,37.7,aptus pharma pvt,100 tablets in 1 strip,,aceclofenac 100mg paracetamol 500mg
source_1-65296,dolotusp tablet 10s,source_1,True,49.0,43.1,aptus pharma pvt,10,strip tablet,aceclofenac100mg paracetamol325mg
source_6-76032,dolotus sf syrup 100 ml,source_6,True,113.0,99.44,micro labs,100ml syrup in bottle,bottle,levocloperastine fendizoate200mg
source_7-90655,dolotus sp tablet,source_7,True,59.63,63.9,aptus pharma pvt,100 tablets in 1 strip,,aceclofenac 100mg paracetamol 325mg serratiopeptidase 15mg
source_6-76033,dolotuss sf bottle of 100ml suspension,source_6,True,123.0,108.24,micro labs,100ml suspension in bottle,bottle,levocloperastine fendizoate200mg5ml
source_1-65297,dolotuss sf oral suspension 100 ml,source_1,True,134.0,117.9,micro labs,100,bottle oral suspension,levocloperastine fendizoate20mg
source_7-90656,dolotuss sf oral suspension sugar free,source_7,True,134.0,107.1,micro labs,1000 ml in 1 bottle,,levocloperastine 20mg5ml
source_6-76034,dolotuss sugar free bottle of 100ml suspension,source_6,True,113.0,100.57,micro labs,100ml suspension in bottle,bottle,levocloperastine fendizoate200mg
source_2-39800,dolotuss suspension,source_2,True,92.0,75.44,micro labs,,,levocloperastine 20mg5ml
source_1-65298,dolour 100mg tablet,source_1,True,39.0,34.32,saviour health care,10,strip tablet,aceclofenac100mg
source_6-76035,dolour 100mg tablets,source_6,True,104.0,91.52,savior lifesciences,10 tablets in strip,strip,aceclofenac1000mg
source_6-76036,dolour x tablets,source_6,True,53.0,46.64,unknown,10 tablets in strip,strip,aceclofenac paracetamol
source_2-39801,dolout p 325 mg375 mg tablet,source_2,True,38.46,31.54,ttk healthcare,,,paracetamolacetaminophen 325mgtramadol 375mg
source_7-90658,dolout p 375mg325mg tablet,source_7,True,59.63,52.05,ttk healthcare,,,tramadol 375mg paracetamol 325mg
source_6-76037,dolout p tablets,source_6,True,40.0,35.2,ttk healthcare,10 tablets in strip,strip,tramadol375mg paracetamol acetaminophen3250mg
source_7-90659,doloval 10mg tablet,source_7,True,59.63,52.05,elder pharmaceuticals,,,valdecoxib 10mg
source_6-76038,doloval 10 mg tablet 10,source_6,True,29.0,25.52,elder pharmaceuticals,10 tablets in strip,strip,valdecoxib100mg
source_7-90660,dolovay 50 injection,source_7,True,120.0,116.0,anevay pharmaceuticals pvt,10 ml in 1 vial,,nandrolone decanoate 50mg
source_2-39802,dolovent 20mg tablet dt,source_2,True,68.0,55.76,univentis medicare,,,piroxicam 20mg
source_1-65300,dolovera gel 30gm,source_1,False,99.5,87.6,adinos,30,tube gel,aloe vera2ww diclofenac sodium1ww menthol5ww methyl salicylate15ww
source_6-76039,dolovera tube of 30gm gel,source_6,False,98.5,86.68,denzai innovations therapeutics pvt,30g gel in tube,tube,diclofenac116 ww menthol50 ww methyl salicylate150 ww aloe vera20 ww
source_6-76040,dolovij oint,source_6,True,59.63,52.05,agron remedies,30g ointment in tube,tube,diclofenac linseed oil menthol methyl salicylate
source_6-76041,dolovis r 20020 mg capsule 10,source_6,True,65.0,65.0,inovis healthcare pvt,10 capsules in strip,strip,aceclofenac1000mg rabeprazole200mg
source_6-76042,dolovis sp 10032515 mg tablet 10,source_6,True,108.0,108.0,inovis healthcare pvt,10 tablets in strip,strip,aceclofenac1000mg serratiopeptidase150mg paracetamol acetaminophen3250mg
source_7-90661,dolovistpg tablet sr,source_7,True,199.0,193.0,lifevista biotech,100 tablet sr in 1 strip,,aceclofenac 200mg pregabalin 75mg
source_7-90662,dolovistsp tablet,source_7,True,80.0,77.6,lifevista biotech,100 tablets in 1 strip,,aceclofenac 100mg paracetamol 325mg serratiopeptidase 15mg
source_6-76043,doloviz drops 5ml,source_6,False,15.5,13.64,ochoa laboratiories,5ml eye drop in bottle,bottle,unknown
source_1-65301,dolowalk 50mg500mg tablet,source_1,True,32.0,28.16,invision medi sciences pvt,10,strip tablet,diclofenac50mg paracetamol500mg
source_6-76044,dolowalk gel,source_6,False,77.0,67.76,invision medi sciences pvt,30g gel in tube,tube,benzyl alcohol diclofenac diethylamine menthol methyl salicylate oleum
source_6-76045,dolowalk injection 3ml,source_6,True,7.0,6.16,invision medi sciences pvt,3ml injection,injection,diclofenac sodium
source_6-76046,dolowalk mr tablets,source_6,True,35.0,30.8,invision medi sciences pvt,10 tablets in strip,strip,chlorzoxazone diclofenac sodium paracetamol
source_6-76047,dolowalk s tablets,source_6,True,162.3,142.82,invision medi sciences pvt,10 tablets in strip,strip,diclofenac potassium serratiopeptidase
source_6-76048,dolowalk tablets,source_6,True,59.63,52.05,invision medi sciences pvt,10 tablets in strip,strip,diclofenac sodium paracetamol
source_6-76049,dolowell gel 30gm,source_6,False,85.0,85.0,uniwell medicare pvt,30g gel in tube,tube,methyl salicylate100 ww linseed oil30 ww diclofen diethylamine116 ww menthol50 ww
source_1-65302,dolowell gel 30 gm,source_1,False,85.0,74.8,uniwell medicare pvt,30,tube gel,diclofenac1ww linseed oil3ww menthol5ww methyl salicylate10ww
source_7-90664,dolowell sp 100mg325mg15mg tablet,source_7,True,92.0,89.2,uniwell medicare pvt,100 tablets in 1 strip,,aceclofenac 100mg paracetamol 325mg serratiopeptidase 15mg
source_1-65303,dolowhite emulsion 100 ml,source_1,False,285.0,285.0,dr jrk s research and pharmaceuticals pvt,100,bottle liquid,unknown
source_1-65304,dolowhite emulsion 50 ml,source_1,False,165.0,145.2,dr jrks research and pharmaceuticals pvt,50,bottle emulsion,unknown
source_6-76050,dolowin 100mg strip of 10 tablets,source_6,True,60.0,60.0,micro labs,10 tablets in strip,strip,aceclofenac1000mg
source_1-65305,dolowin 100 mg tablet 10s,source_1,True,60.0,52.8,micro labs,10,strip tablet,aceclofenac100mg
source_6-76051,dolowin forte strip of 10 tablets,source_6,True,162.0,150.66,micro labs,10 tablets in strip,strip,aceclofenac1000mg serratiopeptidase150mg paracetamol acetaminophen3250mg
source_2-39803,dolowin forte tablet,source_2,True,125.0,102.5,micro labs,,,aceclofenac 100mgparacetamolacetaminophen 500mg
source_1-65306,dolowin forte tablet 10s,source_1,True,162.0,142.6,micro labs,10,strip tablet,aceclofenac100mg paracetamol325mg serratiopeptidase15mg
source_6-76052,dolowin gel,source_6,False,122.0,122.0,micro labs,30g gel in tube,tube,methyl salicylate100 menthol50 capsaicin0025 linseed oil30
source_1-65307,dolowin gel 30 gm,source_1,True,122.0,107.4,micro labs,30,tube gel,capsaicin0025ww diclofenac diethylamine116ww menthol5ww methyl salicylate10ww virgin linseed oil3ww
source_6-76053,dolowin injection,source_6,True,5.0,4.4,micro labs,1ml injection,injection,aceclofenac1500mg
source_6-76054,dolowin mr strip of 10 tablets,source_6,True,106.0,93.28,micro labs,10 tablets in strip,strip,chlorzoxazone2500mg aceclofenac1000mg paracetamol acetaminophen3250mg
source_7-90667,dolowinmr tablet,source_7,True,106.0,84.6,micro labs,100 tablets in 1 strip,,aceclofenac 100mg paracetamol 325mg chlorzoxazone 250mg
source_1-65308,dolowin mr tablet 10s,source_1,True,106.0,93.3,micro labs,10,strip tablet,aceclofenac100mg chlorzoxazone250mg paracetamol500mg
source_1-65309,dolowin nano gel 30 gm,source_1,False,122.0,107.4,micro labs,30,tube gel,capsaicin0025ww diclofenac1ww menthol5ww methyl salicylate10ww virgin linseed oil3ww
source_2-39806,dolowin old tablet,source_2,True,25.47,20.89,micro labs,,,pentazocine na
source_6-76055,dolowin old tablet 10,source_6,True,25.47,22.41,micro labs,10 tablets in strip,strip,pentazocine
source_6-76056,dolowin plus strip of 10 tablets,source_6,True,82.0,72.16,micro labs,10 tablets in strip,strip,aceclofenac1000mg paracetamol acetaminophen5000mg
source_3-2161,dolowin plus tab 1x10,source_3,True,82.0,69.7,micro labs,10,strip,aceclofenac 100mgparacetamolacetaminophen 500mg
source_7-90668,dolowinplus tablet,source_7,True,82.0,69.3,micro labs,100 tablets in 1 strip,,aceclofenac 100mg paracetamol 325mg
source_1-65310,dolowin plus tablet 10s,source_1,True,82.0,72.2,micro labs,10,strip tablet,aceclofenac100mg paracetamol325mg
source_6-76057,dolowin spas strip of 10 tablets,source_6,True,119.67,105.31,micro labs,10 tablets in strip,strip,drotaverine800mg aceclofenac1000mg
source_3-2162,dolowin spas tab 1x10,source_3,True,119.0,101.15,micro labs,10,strip,aceclofenac 100mgdrotaverine 80mg
source_2-39808,dolowin spas tablet,source_2,True,130.0,106.6,micro labs,,,drotaverine 80mgaceclofenac 100mg
source_1-65311,dolowin spas tablet 10s,source_1,True,130.0,114.4,micro labs,10,strip tablet,aceclofenac100mg drotaverine80mg
source_6-76058,dolowin sr 200mg strip of 10 tablets,source_6,True,86.0,75.68,micro labs,10 tablets in strip,strip,aceclofenac2000mg
source_2-39809,dolowinsr tablet,source_2,True,72.0,59.04,micro labs,,,aceclofenac 200mg
source_1-65312,dolowin sr tablet 10s,source_1,True,94.0,82.7,micro labs,10,strip tablet,aceclofenac200mg
source_2-39810,dolowin t 50mg500mg tablet,source_2,True,45.0,36.9,national chemical pharmaceuticals works pvt,,,tramadol 50mgparacetamolacetaminophen 500mg
source_2-39811,dolowin tablet,source_2,True,60.0,49.2,micro labs,,,aceclofenac 100mg
source_6-76059,dolowin tc 4 strip of 10 tablets,source_6,True,162.0,162.0,micro labs,10 tablets in strip,strip,aceclofenac1000mg thiocolchicoside40mg
source_2-39812,dolowin tc 4 tablet,source_2,True,162.0,132.84,micro labs,,,aceclofenac 100mgthiocolchicoside 4mg
source_1-65313,dolowin tc 4 tablet 10s,source_1,True,192.0,169.0,micro labs,10,strip tablet,aceclofenac100mg thiocolchicoside4mg
source_6-76060,dolowin tc 8mg strip of 10 tablets,source_6,True,260.0,260.0,micro labs,10 tablets in strip,strip,aceclofenac1000mg thiocolchicoside80mg
source_7-90674,dolowin tc 8 tablet,source_7,True,260.0,255.0,micro labs,100 tablets in 1 strip,,aceclofenac 100mg thiocolchicoside 8mg
source_1-65314,dolowin tc 8 tablet 10s,source_1,True,284.0,249.9,micro labs,10,strip tablet,aceclofenac100mg thiocolchicoside8mg
source_7-90675,dolowind aq injection,source_7,True,15.0,14.5,glanwind healthcare,10 ml in 1 ampoule,,diclofenac 75mg
source_7-90676,dolox 20mg tablet dt,source_7,True,39.0,37.8,aronex life sciences pvt,100 tablet dt in 1 strip,,piroxicam 20mg
source_7-90677,dolox 40mg injection,source_7,True,59.63,52.05,aronex life sciences pvt,,,piroxicam 40mg
source_6-76062,dolox dt 20mg tablets,source_6,True,39.0,34.32,aronex life sciences pvt,10 tablets in strip,strip,piroxicam200mg
source_7-90678,doloxer 650mg tablet,source_7,False,59.63,26.9,alisier drugs pvt,150 tablets in 1 strip,,paracetamol 650mg
source_6-76063,doloxia 90mg strip of 10 tablets,source_6,True,99.0,87.12,dolopharma healthcare,10 tablets in strip,strip,etoricoxib900mg
source_1-65316,doloxicam 20mg2ml inj,source_1,True,241.0,212.1,troikaa laboratories,2,ampoule injection,piroxicam20mg
source_1-65317,doloxicam 20mg dt tablet 15s,source_1,True,216.5,190.5,triokaa pharmaceuticals,15,strip tablet,piroxicam20mg
source_6-76064,doloxicam ampoule of 2ml injection,source_6,True,53.08,46.71,troikaa pharmaceuticals,2ml injection in ampoule,ampoule,piroxicam400mg
source_3-2163,doloxicam dt 20mg tab 1x15,source_3,True,216.59,184.1,troikaa pharmaceuticals,15,strip tablet,piroxicam 20mg
source_6-76065,doloxicam dt strip of 15 tablets,source_6,True,179.0,157.52,troikaa pharmaceuticals,15 tablets in strip,strip,piroxicam200mg
source_7-90679,doloxicam dt tablet,source_7,True,216.59,194.4,troikaa pharmaceuticals,150 tablet dt in 1 strip,,piroxicam 20mg
source_7-90680,doloxicam injection,source_7,True,43.88,42.5,troikaa pharmaceuticals,20 ml in 1 ampoule,,piroxicam 40mg
source_1-65318,doloxicam injection 5 x 2 ml,source_1,True,265.0,233.2,troikaa pharmaceuticals,5 x 2,packet injection,piroxicam20mg
